sample,t_iso,elapsed_s,v1_set,v1,i1,p_in_w,v2,i2_raw,i_chg,v_bat,p_bat_w,ah_cum,wh_cum,eff_inst,flags
8536,2026-09-15T23:58:11.361,17070.22,7.7114,5.73588,0.0108986,0.06251306176799999,0.0,0.00792,0.00792,3.3677444,0.026672535647999998,1.2776131318897859,4.352989038448341,0.4266714010423576,
8537,2026-09-15T23:58:13.392,17072.251,7.7114,5.73635,0.0108973,0.062510726855,0.0,0.00791,0.00791,3.36763032,0.026637955831200003,1.2776175973683264,4.353004076784139,0.4261341560303635,
8538,2026-09-15T23:58:15.353,17074.212,7.7114,5.73642,0.0108955,0.06250116411000001,0.0,0.00789,0.00789,3.36747259,0.0265693587351,1.2776219014083743,4.353018570860894,0.42510182191708934,
8539,2026-09-15T23:58:17.336,17076.195,7.7114,5.73594,0.0108988,0.062514862872,0.0,0.00792,0.00792,3.36737174,0.0266695841808,1.2776262555951863,4.353033233245659,0.42661189604472655,
8540,2026-09-15T23:58:19.341,17078.2,7.7114,5.73584,0.0108979,0.062508610736,0.0,0.00792,0.00792,3.36727424,0.0266688119808,1.2776306653633385,4.353048082359339,0.4266422124374759,
8541,2026-09-15T23:58:21.361,17080.22,7.7114,5.73564,0.010899,0.06251274036,0.0,0.00792,0.00792,3.3671445,0.02666778444,1.2776351102948456,4.3530630493743585,0.42659759092986277,
8542,2026-09-15T23:58:23.319,17082.178,7.7114,5.73627,0.0108967,0.062506413309,0.0,0.0079,0.0079,3.36701901,0.026599450179000002,1.2776394122646269,4.35307753445866,0.4255475361785008,
8543,2026-09-15T23:58:25.444,17084.303,7.7114,7.71139,0.149868,1.15569059652,0.0,0.28818,0.28818,3.41885324,0.9852451267031999,1.2777267798097123,4.353376110440457,0.8525163479481073,
8544,2026-09-15T23:58:27.399,17086.258,7.7114,7.71139,0.149859,1.1556211940099999,0.0,0.28818,0.28818,3.41889653,0.9852576020154,1.2778832689842572,4.3539111273490825,0.852578342386194,
8545,2026-09-15T23:58:29.418,17088.277,7.7114,7.71139,0.150047,1.1570709353300002,0.0,0.28853,0.28853,3.41884992,0.9864407674176,1.2780450314345515,4.354464172656916,0.8525326644180757,
8546,2026-09-15T23:58:31.317,17090.176,7.7114,5.73624,0.0108512,0.062245087488,0.0,0.00736,0.00736,3.36679716,0.0247796270976,1.2781230595053739,4.354730837892512,0.39809771497834545,
